Tiempo (s)  Temperatura (C)  Voltaje HV (V)   Corriente SiPM
94.61            0.15            47.79            7.78
98.04            0.05            48.39            1.88
98.44            0.05            48.37            2.33
98.85            0.10            48.35            0.84
99.26            0.00            48.43            1.97
101.68            0.05            48.76            7.04
105.11            0.10            48.88            2.13
105.52            0.00            48.85            1.89
107.95            0.20            49.21            6.87
111.38            0.15            49.34            1.43
111.78            0.00            49.34            1.25
114.21            0.15            49.25            5.05
117.64            0.05            49.36            1.33
118.05            0.15            49.36            0.78
118.45            0.05            49.93            0.98
118.86            0.05            49.89            2.41
119.27            0.10            49.77            1.58
119.67            0.00            49.79            1.92
122.10            0.10            49.74            7.59
125.53            0.15            49.80            0.83
125.94            0.00            49.79            0.86
128.37            0.05            50.21            5.31
131.79            0.05            50.33            1.93
132.20            0.10            50.35            2.12
132.61            0.05            50.33            2.23
133.01            0.15            50.32            1.48
133.42            0.15            50.34            1.11
133.83            0.10            50.27            2.20
134.23            0.15            50.33            1.67
134.64            0.05            50.25            2.39
135.04            0.05            50.35            1.95
135.45            0.10            50.28            2.47
135.86            0.00            50.30            2.40
138.28            0.10            50.79            6.78
141.71            0.15            50.74            1.84
142.12            0.00            50.77            2.24
144.55            0.05            51.20            7.18
147.98            0.05            51.27            0.86
148.38            0.15            51.29            1.08
148.79            0.05            51.26            1.05
149.20            0.10            51.25            1.42
149.60            0.24            51.23            1.91
150.01            0.00            51.28            2.52
152.44            0.00            51.79            6.49
152.84            0.10            51.65            4.48
156.27            0.05            51.80            0.54
156.68            0.05            51.82            2.76
157.09            0.05            51.76            2.38
157.49            0.15            51.81            2.55
157.90            0.00            51.77            2.65
160.33            0.10            51.66            7.30
163.76            0.10            52.27            3.06
164.16            0.05            52.28            2.92
164.57            0.10            52.28            3.19
164.97            0.05            52.26            1.70
165.38            0.15            52.29            1.74
165.79            0.05            52.22            1.68
166.19            0.15            52.28            3.13
166.60            0.05            52.27            3.00
167.00            0.10            52.31            2.23
167.41            0.05            52.29            3.40
167.82            0.10            52.32            2.84
168.22            0.15            52.22            2.95
168.63            0.00            52.74            4.37
171.06            0.00            52.66            4.63
171.46            0.05            52.66            8.04
174.89            0.05            52.74            3.96
175.30            0.05            52.78            3.96
175.71            0.10            52.72            3.70
176.11            0.05            52.81            3.66
176.52            0.00            52.73            3.41
178.95            0.05            52.70            8.74
182.38            0.05            53.26            4.23
182.78            0.10            53.21            2.71
183.19            0.10            53.24            4.65
183.59            0.15            53.22            4.30
184.00            0.05            53.22            3.28
184.40            0.05            53.25            4.07
184.81            0.00            53.23            4.53
187.24            0.10            53.13            9.70
190.67            0.05            53.71            4.84
191.08            0.15            53.76            4.85
191.48            0.20            53.76            5.50
191.89            0.05            53.74            4.11
192.29            0.05            53.75            5.52
192.70            0.15            53.75            5.32
193.11            0.00            53.71            5.13
195.53            0.05            53.64            7.19
198.96            0.10            53.72            4.40
199.37            0.10            53.72            4.78
199.78            0.00            53.76            5.16
202.21            0.20            54.11            11.86
205.64            0.10            54.23            5.72
206.04            0.00            54.19            5.84
208.47            0.05            54.12            11.37
211.90            0.10            54.22            4.70
212.31            0.10            54.25            6.53
212.71            0.05            54.29            6.88
213.12            0.10            54.25            6.70
213.52            0.10            54.26            6.45
213.93            0.00            54.27            5.87
216.36            0.00            54.68            13.23
216.76            0.10            54.67            11.54
220.19            0.10            54.75            7.33
220.60            0.24            54.75            8.68
221.01            0.00            54.75            7.94
223.43            0.10            54.58            13.21
226.87            0.10            54.75            7.88
227.27            0.10            54.71            8.19
227.68            0.00            54.73            6.74
230.11            0.10            54.58            13.62
233.54            0.10            55.20            10.36
233.94            0.20            55.21            9.99
234.35            0.05            55.21            9.68
234.75            0.05            55.25            9.96
235.16            0.20            55.21            9.36
235.57            0.10            55.24            9.55
235.97            0.05            55.21            10.04
236.38            0.15            55.26            8.73
236.78            0.15            55.21            10.11
237.19            0.15            55.19            9.17
237.60            0.05            55.21            9.79
238.00            0.10            55.29            8.99
238.41            0.15            55.18            9.76
238.81            0.20            55.22            9.34
239.22            0.20            55.20            10.60
239.63            0.10            55.23            9.84
240.03            0.00            55.23            9.85
242.46            0.34            55.64            16.25
245.89            0.15            55.68            12.03
246.30            0.00            55.72            11.88
248.73            0.15            55.55            16.76
252.16            0.10            55.74            12.38
252.56            0.10            55.65            11.64
252.97            0.05            55.70            10.69
253.37            0.05            55.69            11.65
253.78            0.10            55.74            10.73
254.19            0.10            55.71            10.21
254.59            0.24            55.69            11.49
255.00            0.20            55.65            11.80
255.41            0.10            55.74            11.67
255.81            0.00            55.71            11.74
258.24            0.20            55.60            16.81
261.67            0.10            56.22            12.56
262.08            0.05            56.21            13.49
262.48            0.10            56.23            13.18
262.89            0.05            56.21            13.03
263.29            0.00            56.15            13.43
265.72            0.10            56.09            18.30
269.15            0.05            56.75            16.88
269.56            0.00            56.71            16.69
271.99            0.05            56.52            15.86
275.42            0.10            56.67            15.28
275.82            0.00            56.60            15.28
278.25            0.10            56.58            15.16
281.68            0.10            57.17            18.22
282.09            0.20            57.14            18.08
282.49            0.10            57.18            17.54
282.90            0.29            57.13            18.36
283.31            0.05            57.11            18.31
283.71            0.24            57.14            17.81
284.12            0.05            57.10            18.75
284.52            0.15            57.17            18.68
284.93            0.05            57.15            18.15
285.34            0.15            57.13            18.79
285.74            0.10            57.12            17.81
286.15            0.05            57.16            18.35
286.56            0.00            57.17            19.47
288.98            0.00            56.94            18.23
289.39            0.10            56.97            18.22
292.82            0.15            57.61            21.68
293.23            0.15            57.63            21.69
293.63            0.15            57.63            22.35
294.04            0.10            57.63            20.54
294.44            0.15            57.59            21.45
294.85            0.00            57.61            22.29
297.28            0.10            57.56            21.98
300.71            0.05            57.65            21.55
301.12            0.05            57.67            21.70
301.52            0.10            57.81            22.94
301.93            0.05            58.15            24.96
302.33            0.15            58.06            25.01
302.74            0.00            58.13            24.76
305.17            0.10            58.00            24.53
308.60            0.05            58.12            24.75
309.00            0.05            58.10            25.50
309.41            0.05            58.11            24.75
309.82            0.10            58.69            28.64
310.22            0.05            58.56            28.12
310.63            0.05            58.54            28.83
311.03            0.15            58.59            29.12
311.44            0.10            58.57            28.96
311.85            0.15            58.62            28.86
312.25            0.20            58.62            27.83
312.66            0.10            58.60            28.78
313.07            0.05            58.63            29.28
313.47            0.00            58.62            29.11
315.90            0.15            58.42            28.47
319.33            0.10            58.59            28.89
319.74            0.00            58.60            28.96
322.16            0.05            58.91            32.55
325.59            0.05            59.03            32.51
326.00            0.00            59.08            31.88
328.43            0.15            58.94            32.04
331.86            0.10            59.06            32.55
332.26            0.15            59.10            32.52
332.67            0.05            59.09            31.21
333.08            0.05            59.08            33.08
333.48            0.00            59.06            32.82
335.91            0.05            59.91            39.07
339.34            0.10            60.05            39.19
339.75            0.00            60.04            38.98
342.18            0.00            59.93            39.23
342.58            0.05            59.96            38.98
346.01            0.00            60.05            39.17
348.44            0.05            59.97            38.71
351.87            0.00            60.08            38.87
354.30            0.00            59.92            38.83
354.70            0.00            59.90            38.18
355.11            0.00            59.93            38.58
355.52            0.05            59.97            38.73
358.95            0.05            60.07            39.27
359.35            0.00            60.06            38.23
361.78            0.05            59.93            38.12
365.21            0.05            60.07            39.32
365.62            0.00            60.08            38.76
368.05            0.00            59.95            38.77
368.45            0.05            59.91            38.36
371.88            0.05            60.04            38.76
372.29            0.00            60.07            38.14
374.72            0.05            59.96            38.95
378.15            0.00            60.08            38.91
380.57            0.00            59.99            37.93
380.98            0.05            59.95            38.66
384.41            0.05            60.07            37.86
384.82            0.00            60.09            38.83
387.25            0.05            59.96            37.94
390.68            0.00            60.06            38.31
393.10            0.00            59.92            38.98
393.51            0.00            59.95            38.31
393.92            0.00            59.98            38.40
394.32            0.00            59.96            38.40
394.73            0.00            59.98            38.49
395.13            0.00            59.95            38.44
395.54            0.00            59.93            38.61
395.95            0.00            59.95            38.54
396.35            0.00            59.96            38.57
396.76            0.00            59.97            38.23
397.16            0.00            59.96            38.39
397.57            0.00            59.98            38.08
397.98            0.00            59.96            38.64
398.38            0.00            59.95            38.25
398.79            0.00            59.96            38.13
399.19            0.00            59.95            38.65
399.60            0.00            59.91            38.21
400.01            0.00            59.92            38.39
400.41            0.00            59.93            38.37
400.82            0.00            59.92            38.42
401.22            0.00            59.92            38.15
401.63            0.00            59.92            38.36
402.04            0.00            59.96            38.12
402.44            0.00            59.96            38.53
402.85            0.00            59.97            38.49
403.26            0.00            59.98            38.33
403.66            0.00            59.93            38.16
404.07            0.00            59.95            38.47
404.47            0.00            59.97            38.04
404.88            0.00            59.99            38.02
405.28            0.00            59.97            38.58
405.69            0.00            60.00            37.39
406.10            0.00            59.97            38.23
406.50            0.00            59.98            38.48
406.91            0.00            59.97            38.08
407.32            0.00            59.96            37.56
407.72            0.00            59.95            38.44
408.13            0.00            59.92            38.19
408.53            0.00            59.92            38.38
408.94            0.00            59.91            38.24
409.35            0.00            59.91            38.12
409.75            0.00            59.96            38.37
410.16            0.00            59.93            38.04
410.56            0.00            59.92            38.21
410.97            0.00            59.93            38.69
411.38            0.00            59.99            38.15
411.78            0.05            59.96            38.33
415.21            0.00            60.12            38.44
417.64            0.00            59.97            37.28
418.05            0.00            59.96            38.33
418.45            0.00            59.95            38.34
418.86            0.00            59.97            37.38
419.26            0.00            59.99            37.87
419.67            0.05            59.98            37.44
423.10            0.05            60.10            38.11
423.51            0.00            60.08            38.35
425.94            0.00            59.93            38.29
426.34            0.00            59.95            38.14
426.75            0.00            59.98            38.52
427.15            0.00            59.95            38.27
427.56            0.00            59.98            38.60
427.97            0.00            59.96            38.28
428.37            0.00            59.96            38.21
428.78            0.00            59.98            37.58
429.18            0.00            59.96            38.43
429.59            0.00            59.97            38.16
430.00            0.00            59.97            38.28
430.40            0.00            59.98            37.86
430.81            0.00            60.01            37.31
431.21            0.00            59.97            37.79
431.62            0.00            59.95            38.14
432.03            0.00            59.91            37.87
432.43            0.00            59.92            38.19
432.84            0.00            59.91            37.98
433.24            0.00            59.93            38.29
433.65            0.00            59.92            38.20
434.06            0.05            59.93            37.93
437.49            0.00            60.07            37.89
439.91            0.00            59.97            37.66
440.32            0.05            59.92            37.86
443.75            0.00            60.06            37.59
446.18            0.00            59.98            38.40
446.58            0.00            59.97            37.92
446.99            0.00            60.04            35.98
447.40            0.00            59.96            37.53
447.80            0.00            60.00            38.43
448.21            0.00            59.96            38.41
448.62            0.00            59.97            37.54
449.02            0.00            59.93            37.91
449.43            0.00            59.96            37.34
449.83            0.00            59.93            38.35
450.24            0.00            59.95            37.96
450.65            0.00            59.92            37.53
451.05            0.00            59.97            37.43
451.46            0.00            59.92            37.88
451.86            0.00            59.92            37.46
452.27            0.00            59.93            37.33
452.68            0.00            59.97            37.41
453.08            0.00            59.97            37.57
453.49            0.05            60.00            37.66
456.92            0.00            60.09            36.90
459.35            0.00            59.92            38.13
459.75            0.00            59.93            38.21
460.16            0.00            59.91            37.60
460.56            0.00            59.93            37.54
460.97            0.00            59.95            37.58
461.38            0.00            59.95            37.22
461.78            0.00            59.93            37.62
462.19            0.00            59.97            37.23
462.60            0.05            59.97            38.17
466.02            0.00            60.06            37.90
468.45            0.00            59.95            37.81
468.86            0.00            59.96            37.61
469.27            0.00            59.97            37.55
469.67            0.05            59.96            37.86
473.10            0.00            60.08            38.00
475.53            0.00            59.93            38.10
